game,matches,ok,failed,mean_score,std_score,win_rate
air_land_sea,5,5,0,0.6301754385964913,0.2222534911826465,0.6
arctic_scavengers,7,7,0,0.14285714285714285,0.3499271061118826,0.14285714285714285
are_you_the_traitor,6,6,0,0.8333333333333334,0.37267799624996495,0.8333333333333334
codenames,5,5,0,0.6,0.4898979485566356,0.6
santorini,6,6,0,0.16666666666666666,0.37267799624996495,0.16666666666666666
sea_battle,11,11,0,0.09090909090909091,0.28747978728803447,0.09090909090909091
two_rooms_and_a_boom,1,1,0,0.0,0.0,0.0
